	t	x	y
	888	4.96375e+06	18778.5
	889	4.94276e+06	18767.6
	890	4.92186e+06	18756
	891	4.90106e+06	18743.6
	892	4.88036e+06	18730.5
	893	4.85976e+06	18716.8
	894	4.83926e+06	18702.4
	895	4.81887e+06	18687.2
	896	4.79858e+06	18671.5
	897	4.7784e+06	18655.1
	898	4.75832e+06	18638.1
	899	4.73836e+06	18620.4
	900	4.7185e+06	18602.2
	901	4.69875e+06	18583.4
	902	4.67912e+06	18564
	903	4.6596e+06	18544
	904	4.6402e+06	18523.5
	905	4.62091e+06	18502.5
	906	4.60173e+06	18480.9
	907	4.58267e+06	18458.8
	908	4.56373e+06	18436.3
	909	4.54491e+06	18413.2
	910	4.5262e+06	18389.7
	911	4.50762e+06	18365.7
	912	4.48916e+06	18341.2
	913	4.47081e+06	18316.4
	914	4.45259e+06	18291.1
	915	4.4345e+06	18265.3
	916	4.41652e+06	18239.2
	917	4.39867e+06	18212.7
	918	4.38094e+06	18185.8
	919	4.36334e+06	18158.6
	920	4.34587e+06	18130.9
	921	4.32851e+06	18103
	922	4.31129e+06	18074.7
	923	4.29419e+06	18046
	924	4.27722e+06	18017.1
	925	4.26038e+06	17987.9
	926	4.24367e+06	17958.3
	927	4.22709e+06	17928.5
	928	4.21063e+06	17898.4
	929	4.19431e+06	17868
	930	4.17811e+06	17837.4
	931	4.16205e+06	17806.5
	932	4.14612e+06	17775.4
	933	4.13032e+06	17744
	934	4.11465e+06	17712.5
	935	4.09911e+06	17680.7
	936	4.08371e+06	17648.7
	937	4.06844e+06	17616.5
	938	4.0533e+06	17584.2
	939	4.0383e+06	17551.6
	940	4.02343e+06	17518.9
	941	4.0087e+06	17486.1
	942	3.9941e+06	17453.1
	943	3.97964e+06	17419.9
	944	3.96531e+06	17386.6
	945	3.95112e+06	17353.2
	946	3.93707e+06	17319.6
	947	3.92316e+06	17286
	948	3.90938e+06	17252.2
	949	3.89575e+06	17218.3
	950	3.88225e+06	17184.4
	951	3.86889e+06	17150.4
	952	3.85568e+06	17116.2
	953	3.8426e+06	17082
	954	3.82967e+06	17047.8
	955	3.81687e+06	17013.5
	956	3.80422e+06	16979.1
	957	3.79172e+06	16944.7
	958	3.77935e+06	16910.3
	959	3.76714e+06	16875.8
	960	3.75506e+06	16841.3
	961	3.74313e+06	16806.8
	962	3.73135e+06	16772.2
	963	3.71972e+06	16737.7
	964	3.70823e+06	16703.2
	965	3.6969e+06	16668.6
	966	3.68571e+06	16634.1
	967	3.67467e+06	16599.6
	968	3.66379e+06	16565.1
	969	3.65305e+06	16530.6
	970	3.64247e+06	16496.2
	971	3.63205e+06	16461.8
	972	3.62177e+06	16427.4
	973	3.61166e+06	16393.1
	974	3.6017e+06	16358.9
	975	3.5919e+06	16324.7
	976	3.58226e+06	16290.5
	977	3.57277e+06	16256.5
	978	3.56345e+06	16222.5
	979	3.5543e+06	16188.6
	980	3.5453e+06	16154.7
	981	3.53647e+06	16121
	982	3.52781e+06	16087.3
	983	3.51931e+06	16053.8
	984	3.51099e+06	16020.3
	985	3.50283e+06	15987
	986	3.49484e+06	15953.8
	987	3.48703e+06	15920.6
	988	3.4794e+06	15887.6
	989	3.47194e+06	15854.8
	990	3.46465e+06	15822
	991	3.45755e+06	15789.4
	992	3.45063e+06	15756.9
	993	3.44389e+06	15724.6
	994	3.43733e+06	15692.4
	995	3.43096e+06	15660.4
	996	3.42478e+06	15628.5
	997	3.41879e+06	15596.8
	998	3.413e+06	15565.2
	999	3.40739e+06	15533.9
	1000	3.40198e+06	15502.7
	1001	3.39677e+06	15471.6
	1002	3.39176e+06	15440.8
	1003	3.38696e+06	15410.1
	1004	3.38235e+06	15379.6
	1005	3.37796e+06	15349.3
	1006	3.37377e+06	15319.3
	1007	3.36979e+06	15289.4
	1008	3.36603e+06	15259.7
	1009	3.36248e+06	15230.3
	1010	3.35916e+06	15201
	1011	3.35605e+06	15172
	1012	3.35316e+06	15143.2
	1013	3.35051e+06	15114.6
	1014	3.34808e+06	15086.3
	1015	3.34588e+06	15058.2
	1016	3.34391e+06	15030.3
	1017	3.34219e+06	15002.7
	1018	3.3407e+06	14975.4
	1019	3.33945e+06	14948.3
	1020	3.33845e+06	14921.4
	1021	3.3377e+06	14894.8
	1022	3.33719e+06	14868.5
	1023	3.33694e+06	14842.5
	1024	3.33695e+06	14816.7
	1025	3.33721e+06	14791.2
	1026	3.33774e+06	14766.1
	1027	3.33853e+06	14741.2
	1028	3.33959e+06	14716.6
	1029	3.34093e+06	14692.3
	1030	3.34253e+06	14668.3
	1031	3.34441e+06	14644.6
	1032	3.34658e+06	14621.2
	1033	3.34902e+06	14598.2
	1034	3.35175e+06	14575.5
	1035	3.35477e+06	14553.1
	1036	3.35808e+06	14531
	1037	3.36169e+06	14509.3
	1038	3.36559e+06	14488
	1039	3.36979e+06	14466.9
	1040	3.3743e+06	14446.3
	1041	3.37911e+06	14426
	1042	3.38423e+06	14406.1
	1043	3.38967e+06	14386.5
	1044	3.39541e+06	14367.3
	1045	3.40147e+06	14348.5
	1046	3.40786e+06	14330.1
	1047	3.41456e+06	14312.1
	1048	3.42158e+06	14294.4
	1049	3.42893e+06	14277.2
	1050	3.43661e+06	14260.4
	1051	3.44462e+06	14244
	1052	3.45296e+06	14228
	1053	3.46163e+06	14212.5
	1054	3.47064e+06	14197.3
	1055	3.47999e+06	14182.7
	1056	3.48967e+06	14168.4
	1057	3.49969e+06	14154.6
	1058	3.51005e+06	14141.2
	1059	3.52075e+06	14128.4
	1060	3.53179e+06	14115.9
	1061	3.54318e+06	14104
	1062	3.5549e+06	14092.5
	1063	3.56697e+06	14081.5
	1064	3.57938e+06	14070.9
	1065	3.59213e+06	14060.9
	1066	3.60522e+06	14051.3
	1067	3.61865e+06	14042.3
	1068	3.63242e+06	14033.8
	1069	3.64652e+06	14025.7
	1070	3.66096e+06	14018.2
	1071	3.67574e+06	14011.2
	1072	3.69084e+06	14004.8
	1073	3.70628e+06	13998.8
	1074	3.72204e+06	13993.4
	1075	3.73812e+06	13988.6
	1076	3.75452e+06	13984.3
	1077	3.77124e+06	13980.5
	1078	3.78827e+06	13977.3
	1079	3.80561e+06	13974.7
	1080	3.82325e+06	13972.6
	1081	3.84118e+06	13971.1
	1082	3.85941e+06	13970.1
	1083	3.87792e+06	13969.8
	1084	3.89672e+06	13970
	1085	3.91578e+06	13970.8
	1086	3.93512e+06	13972.1
	1087	3.95471e+06	13974.1
	1088	3.97456e+06	13976.7
	1089	3.99465e+06	13979.8
	1090	4.01497e+06	13983.6
	1091	4.03553e+06	13987.9
	1092	4.0563e+06	13992.9
	1093	4.07729e+06	13998.5
	1094	4.09847e+06	14004.6
	1095	4.11985e+06	14011.4
	1096	4.14141e+06	14018.8
	1097	4.20531e+06	9844.65
	1098	4.26957e+06	9877.45
	1099	4.33412e+06	9911.58
	1100	4.3989e+06	9947.03
	1101	4.46384e+06	9983.82
	1102	4.52887e+06	10022
	1103	4.59391e+06	10061.5
	1104	4.65891e+06	10102.3
	1105	4.72379e+06	10144.6
	1106	4.78848e+06	10188.2
	1107	4.85291e+06	10233.2
	1108	4.917e+06	10279.5
	1109	4.9807e+06	10327.3
	1110	5.04393e+06	10376.4
	1111	5.10663e+06	10426.8
	1112	5.16872e+06	10478.7
	1113	5.23015e+06	10531.9
	1114	5.29086e+06	10586.5
	1115	5.35078e+06	10642.4
	1116	5.40985e+06	10699.6
	1117	5.46802e+06	10758.2
	1118	5.52525e+06	10818
	1119	5.58147e+06	10879.2
	1120	5.63664e+06	10941.7
	1121	5.69071e+06	11005.4
	1122	5.74365e+06	11070.4
	1123	5.79542e+06	11136.5
	1124	5.84597e+06	11203.9
	1125	5.89528e+06	11272.5
	1126	5.94332e+06	11342.3
	1127	5.99005e+06	11413.2
	1128	6.03547e+06	11485.2
	1129	6.07954e+06	11558.2
	1130	6.12225e+06	11632.4
	1131	6.16359e+06	11707.5
	1132	6.20354e+06	11783.7
	1133	6.24209e+06	11860.8
	1134	6.27924e+06	11938.9
	1135	6.31498e+06	12017.9
	1136	6.34931e+06	12097.7
	1137	6.38224e+06	12178.4
	1138	6.41376e+06	12259.9
	1139	6.44388e+06	12342.2
	1140	6.47261e+06	12425.1
	1141	6.49995e+06	12508.8
	1142	6.52592e+06	12593.2
	1143	6.55053e+06	12678.1
	1144	6.57379e+06	12763.6
	1145	6.59572e+06	12849.7
	1146	6.61634e+06	12936.3
	1147	6.63565e+06	13023.3
	1148	6.65369e+06	13110.8
	1149	6.67046e+06	13198.6
	1150	6.686e+06	13286.8
	1151	6.70031e+06	13375.3
	1152	6.71343e+06	13464.1
	1153	6.72537e+06	13553.1
	1154	6.73617e+06	13642.2
	1155	6.74583e+06	13731.5
	1156	6.75438e+06	13820.9
	1157	6.76186e+06	13910.4
	1158	6.76827e+06	13999.9
	1159	6.77366e+06	14089.4
	1160	6.77803e+06	14178.8
	1161	6.78142e+06	14268.1
	1162	6.78384e+06	14357.3
	1163	6.78533e+06	14446.3
	1164	6.7859e+06	14535.1
	1165	6.78559e+06	14623.7
	1166	6.7844e+06	14711.9
	1167	6.78238e+06	14799.9
	1168	6.77954e+06	14887.5
	1169	6.77589e+06	14974.7
	1170	6.77148e+06	15061.4
	1171	6.76631e+06	15147.7
	1172	6.76041e+06	15233.5
	1173	6.75381e+06	15318.7
	1174	6.74651e+06	15403.4
	1175	6.73855e+06	15487.5
	1176	6.72995e+06	15570.9
	1177	6.72072e+06	15653.7
	1178	6.71088e+06	15735.8
	1179	6.70046e+06	15817.2
	1180	6.68947e+06	15897.8
	1181	6.67793e+06	15977.7
	1182	6.66587e+06	16056.7
	1183	6.65329e+06	16134.9
	1184	6.64021e+06	16212.2
	1185	6.62666e+06	16288.7
	1186	6.61265e+06	16364.3
	1187	6.59819e+06	16438.9
	1188	6.5833e+06	16512.5
	1189	6.568e+06	16585.2
	1190	6.5523e+06	16656.9
	1191	6.53622e+06	16727.6
	1192	6.51977e+06	16797.3
	1193	6.50297e+06	16865.9
	1194	6.48583e+06	16933.4
	1195	6.46835e+06	16999.9
	1196	6.45057e+06	17065.2
	1197	6.43249e+06	17129.4
	1198	6.41411e+06	17192.5
	1199	6.39546e+06	17254.5
	1200	6.37655e+06	17315.3
	1201	6.35738e+06	17375
	1202	6.33797e+06	17433.4
	1203	6.31834e+06	17490.7
	1204	6.29848e+06	17546.8
	1205	6.27841e+06	17601.7
	1206	6.25815e+06	17655.3
	1207	6.23769e+06	17707.8
	1208	6.21706e+06	17759
	1209	6.19626e+06	17809
	1210	6.17529e+06	17857.8
	1211	6.15418e+06	17905.4
	1212	6.13292e+06	17951.7
	1213	6.11152e+06	17996.7
	1214	6.09e+06	18040.5
	1215	6.06837e+06	18083.1
	1216	6.04662e+06	18124.5
	1217	6.02477e+06	18164.6
	1218	6.00282e+06	18203.4
	1219	5.98078e+06	18241.1
	1220	5.95867e+06	18277.4
	1221	5.93648e+06	18312.6
	1222	5.91422e+06	18346.5
	1223	5.8919e+06	18379.2
	1224	5.86952e+06	18410.7
	1225	5.8471e+06	18441
	1226	5.82463e+06	18470
	1227	5.80213e+06	18497.9
	1228	5.7796e+06	18524.6
	1229	5.75703e+06	18550
	1230	5.73445e+06	18574.3
	1231	5.71185e+06	18597.5
	1232	5.68924e+06	18619.4
	1233	5.66663e+06	18640.2
	1234	5.64401e+06	18659.9
	1235	5.6214e+06	18678.4
	1236	5.59879e+06	18695.8
	1237	5.5762e+06	18712.1
	1238	5.55363e+06	18727.2
	1239	5.53107e+06	18741.3
	1240	5.50854e+06	18754.3
	1241	5.48604e+06	18766.2
	1242	5.46356e+06	18777.1
	1243	5.44113e+06	18786.9
	1244	5.41873e+06	18795.6
	1245	5.39638e+06	18803.4
	1246	5.37407e+06	18810.1
	1247	5.35181e+06	18815.8
	1248	5.3296e+06	18820.6
	1249	5.30745e+06	18824.3
	1250	5.28536e+06	18827.1
	1251	5.26332e+06	18829
	1252	5.24135e+06	18829.9
	1253	5.21945e+06	18829.9
	1254	5.19762e+06	18829
	1255	5.17585e+06	18827.2
	1256	5.15416e+06	18824.5
	1257	5.13255e+06	18820.9
	1258	5.11101e+06	18816.5
	1259	5.08955e+06	18811.2
	1260	5.06818e+06	18805.1
	1261	5.04689e+06	18798.3
	1262	5.02568e+06	18790.6
	1263	5.00457e+06	18782.1
	1264	4.98354e+06	18772.8
	1265	4.96261e+06	18762.8
	1266	4.94177e+06	18752.1
	1267	4.92102e+06	18740.6
	1268	4.90037e+06	18728.4
	1269	4.87982e+06	18715.5
	1270	4.85937e+06	18701.9
	1271	4.83902e+06	18687.6
	1272	4.81878e+06	18672.7
	1273	4.79863e+06	18657.1
	1274	4.77859e+06	18640.9
	1275	4.75866e+06	18624
	1276	4.73883e+06	18606.6
	1277	4.71912e+06	18588.6
	1278	4.69951e+06	18569.9
	1279	4.68002e+06	18550.7
	1280	4.66063e+06	18531
	1281	4.64136e+06	18510.7
	1282	4.6222e+06	18489.8
	1283	4.60316e+06	18468.5
	1284	4.58423e+06	18446.6
	1285	4.56542e+06	18424.3
	1286	4.54673e+06	18401.5
	1287	4.52815e+06	18378.1
	1288	4.50969e+06	18354.4
	1289	4.49136e+06	18330.2
	1290	4.47314e+06	18305.5
	1291	4.45504e+06	18280.5
	1292	4.43707e+06	18255
	1293	4.41922e+06	18229.1
	1294	4.40149e+06	18202.8
	1295	4.38388e+06	18176.2
	1296	4.3664e+06	18149.2
	1297	4.34904e+06	18121.8
	1298	4.33181e+06	18094.1
	1299	4.31471e+06	18066
	1300	4.29773e+06	18037.6
	1301	4.28088e+06	18008.9
	1302	4.26415e+06	17979.9
	1303	4.24755e+06	17950.6
	1304	4.23109e+06	17921.1
	1305	4.21475e+06	17891.2
	1306	4.19854e+06	17861.1
	1307	4.18246e+06	17830.7
	1308	4.16651e+06	17800.1
	1309	4.15069e+06	17769.2
	1310	4.135e+06	17738.1
	1311	4.11944e+06	17706.8
	1312	4.10402e+06	17675.3
	1313	4.08873e+06	17643.6
	1314	4.07357e+06	17611.7
	1315	4.05854e+06	17579.6
	1316	4.04365e+06	17547.3
	1317	4.0289e+06	17514.9
	1318	4.01428e+06	17482.3
	1319	3.99979e+06	17449.5
	1320	3.98544e+06	17416.6
	1321	3.97123e+06	17383.6
	1322	3.95715e+06	17350.5
	1323	3.94321e+06	17317.2
	1324	3.92941e+06	17283.8
	1325	3.91574e+06	17250.3
	1326	3.90222e+06	17216.7
	1327	3.88883e+06	17183
	1328	3.87559e+06	17149.2
	1329	3.86248e+06	17115.4
	1330	3.84952e+06	17081.5
	1331	3.8367e+06	17047.5
	1332	3.82402e+06	17013.4
	1333	3.81148e+06	16979.4
	1334	3.79909e+06	16945.2
	1335	3.78684e+06	16911
	1336	3.77473e+06	16876.8
	1337	3.76277e+06	16842.6
	1338	3.75096e+06	16808.4
	1339	3.7393e+06	16774.1
	1340	3.72778e+06	16739.8
	1341	3.71641e+06	16705.6
	1342	3.70519e+06	16671.3
	1343	3.69412e+06	16637
	1344	3.6832e+06	16602.8
	1345	3.67243e+06	16568.6
	1346	3.66182e+06	16534.4
	1347	3.65135e+06	16500.2
	1348	3.64105e+06	16466.1
	1349	3.6309e+06	16432
	1350	3.6209e+06	16398
	1351	3.61107e+06	16364
	1352	3.60139e+06	16330.1
	1353	3.59187e+06	16296.3
	1354	3.58251e+06	16262.5
	1355	3.57332e+06	16228.8
	1356	3.56428e+06	16195.1
	1357	3.55542e+06	16161.6
	1358	3.54671e+06	16128.1
	1359	3.53818e+06	16094.7
	1360	3.52981e+06	16061.5
	1361	3.52162e+06	16028.3
	1362	3.51359e+06	15995.2
	1363	3.50574e+06	15962.3
	1364	3.49806e+06	15929.5
	1365	3.49056e+06	15896.7
	1366	3.48323e+06	15864.2
	1367	3.47609e+06	15831.7
	1368	3.46912e+06	15799.4
	1369	3.46234e+06	15767.2
	1370	3.45574e+06	15735.1
	1371	3.44932e+06	15703.3
	1372	3.44309e+06	15671.5
	1373	3.43706e+06	15639.9
	1374	3.43121e+06	15608.5
	1375	3.42556e+06	15577.2
	1376	3.4201e+06	15546.2
	1377	3.41483e+06	15515.2
	1378	3.40977e+06	15484.5
	1379	3.40491e+06	15454
	1380	3.40025e+06	15423.6
	1381	3.3958e+06	15393.4
	1382	3.39156e+06	15363.4
	1383	3.38752e+06	15333.7
	1384	3.3837e+06	15304.1
	1385	3.38009e+06	15274.7
	1386	3.3767e+06	15245.6
	1387	3.37353e+06	15216.6
	1388	3.37058e+06	15187.9
	1389	3.36785e+06	15159.4
	1390	3.36535e+06	15131.2
	1391	3.36308e+06	15103.1
	1392	3.36105e+06	15075.4
	1393	3.35924e+06	15047.8
	1394	3.35768e+06	15020.5
	1395	3.35635e+06	14993.5
	1396	3.35527e+06	14966.7
	1397	3.35443e+06	14940.2
	1398	3.35384e+06	14913.9
	1399	3.35351e+06	14887.9
	1400	3.35342e+06	14862.2
	1401	3.35359e+06	14836.8
	1402	3.35403e+06	14811.7
	1403	3.35472e+06	14786.8
	1404	3.35568e+06	14762.2
	1405	3.35691e+06	14738
	1406	3.35841e+06	14714
	1407	3.36018e+06	14690.4
	1408	3.36223e+06	14667
	1409	3.36456e+06	14644
	1410	3.36717e+06	14621.3
	1411	3.37007e+06	14598.9
	1412	3.37325e+06	14576.9
	1413	3.37673e+06	14555.2
	1414	3.3805e+06	14533.8
	1415	3.38457e+06	14512.8
	1416	3.38893e+06	14492.2
	1417	3.3936e+06	14471.9
	1418	3.39857e+06	14451.9
	1419	3.40385e+06	14432.3
	1420	3.40944e+06	14413.1
	1421	3.41534e+06	14394.3
	1422	3.42155e+06	14375.9
	1423	3.42809e+06	14357.8
	1424	3.43494e+06	14340.2
	1425	3.44211e+06	14322.9
	1426	3.4496e+06	14306.1
	1427	3.45742e+06	14289.6
	1428	3.46557e+06	14273.6
	1429	3.47404e+06	14258
	1430	3.48285e+06	14242.8
	1431	3.49198e+06	14228
	1432	3.50145e+06	14213.7
	1433	3.51125e+06	14199.8
	1434	3.52139e+06	14186.4
	1435	3.53186e+06	14173.4
	1436	3.54266e+06	14160.9
	1437	3.55381e+06	14148.8
	1438	3.56529e+06	14137.3
	1439	3.5771e+06	14126.1
	1440	3.58926e+06	14115.5
	1441	3.60174e+06	14105.4
	1442	3.61457e+06	14095.7
	1443	3.62772e+06	14086.5
	1444	3.64121e+06	14077.9
	1445	3.65504e+06	14069.7
	1446	3.66919e+06	14062
	1447	3.68367e+06	14054.9
	1448	3.69848e+06	14048.3
	1449	3.71361e+06	14042.2
	1450	3.72906e+06	14036.6
	1451	3.74482e+06	14031.6
	1452	3.76091e+06	14027.1
	1453	3.7773e+06	14023.2
	1454	3.794e+06	14019.8
	1455	3.811e+06	14016.9
	1456	3.8283e+06	14014.6
	1457	3.84589e+06	14012.9
	1458	3.86377e+06	14011.7
	1459	3.88193e+06	14011.1
	1460	3.90037e+06	14011.1
	1461	3.91908e+06	14011.6
	1462	3.98025e+06	9834.79
	1463	4.04199e+06	9862.67
	1464	4.10424e+06	9891.82
	1465	4.16693e+06	9922.25
	1466	4.23001e+06	9953.97
	1467	4.29342e+06	9987
	1468	4.35709e+06	10021.3
	1469	4.42096e+06	10057
	1470	4.48496e+06	10094
	1471	4.54902e+06	10132.4
	1472	4.61307e+06	10172
	1473	4.67706e+06	10213.1
	1474	4.7409e+06	10255.5
	1475	4.80453e+06	10299.2
	1476	4.86788e+06	10344.4
	1477	4.93089e+06	10390.9
	1478	4.99348e+06	10438.7
	1479	5.05559e+06	10487.9
	1480	5.11716e+06	10538.5
	1481	5.17812e+06	10590.4
	1482	5.23841e+06	10643.6
	1483	5.29797e+06	10698.2
	1484	5.35674e+06	10754.1
	1485	5.41467e+06	10811.3
	1486	5.4717e+06	10869.9
	1487	5.52779e+06	10929.7
	1488	5.58288e+06	10990.8
	1489	5.63693e+06	11053.1
	1490	5.68989e+06	11116.7
	1491	5.74173e+06	11181.5
	1492	5.79241e+06	11247.6
	1493	5.84189e+06	11314.8
	1494	5.89015e+06	11383.1
	1495	5.93715e+06	11452.7
	1496	5.98287e+06	11523.3
	1497	6.02729e+06	11595
	1498	6.07039e+06	11667.7
	1499	6.11215e+06	11741.5
	1500	6.15255e+06	11816.3
	1501	6.1916e+06	11892.1
	1502	6.22927e+06	11968.8
	1503	6.26556e+06	12046.5
	1504	6.30047e+06	12125
	1505	6.334e+06	12204.3
	1506	6.36615e+06	12284.5
	1507	6.39691e+06	12365.4
	1508	6.42631e+06	12447.1
	1509	6.45434e+06	12529.5
	1510	6.48101e+06	12612.5
	1511	6.50633e+06	12696.2
	1512	6.53032e+06	12780.5
	1513	6.55298e+06	12865.3
	1514	6.57434e+06	12950.6
	1515	6.59441e+06	13036.5
	1516	6.61321e+06	13122.7
	1517	6.63075e+06	13209.4
	1518	6.64705e+06	13296.4
	1519	6.66214e+06	13383.7
	1520	6.67603e+06	13471.4
	1521	6.68875e+06	13559.2
	1522	6.70031e+06	13647.3
	1523	6.71074e+06	13735.5
	1524	6.72007e+06	13823.8
	1525	6.7283e+06	13912.3
	1526	6.73548e+06	14000.7
	1527	6.74162e+06	14089.2
	1528	6.74674e+06	14177.6
	1529	6.75087e+06	14266
	1530	6.75404e+06	14354.2
	1531	6.75625e+06	14442.3
	1532	6.75755e+06	14530.2
	1533	6.75795e+06	14617.8
	1534	6.75748e+06	14705.2
	1535	6.75615e+06	14792.3
	1536	6.754e+06	14879.1
	1537	6.75104e+06	14965.5
	1538	6.74729e+06	15051.4
	1539	6.74279e+06	15137
	1540	6.73754e+06	15222
	1541	6.73158e+06	15306.5
	1542	6.72492e+06	15390.5
	1543	6.71759e+06	15473.9
	1544	6.7096e+06	15556.7
	1545	6.70097e+06	15638.9
	1546	6.69173e+06	15720.4
	1547	6.68189e+06	15801.1
	1548	6.67148e+06	15881.2
	1549	6.6605e+06	15960.5
	1550	6.64899e+06	16039
	1551	6.63695e+06	16116.7
	1552	6.62442e+06	16193.6
	1553	6.61139e+06	16269.6
	1554	6.59789e+06	16344.7
	1555	6.58394e+06	16418.9
	1556	6.56955e+06	16492.2
	1557	6.55474e+06	16564.5
	1558	6.53952e+06	16635.8
	1559	6.52391e+06	16706.2
	1560	6.50792e+06	16775.5
	1561	6.49157e+06	16843.8
	1562	6.47487e+06	16911.1
	1563	6.45784e+06	16977.3
	1564	6.44048e+06	17042.4
	1565	6.42281e+06	17106.4
	1566	6.40485e+06	17169.3
	1567	6.3866e+06	17231.1
	1568	6.36808e+06	17291.7
	1569	6.3493e+06	17351.2
	1570	6.33028e+06	17409.5
	1571	6.31101e+06	17466.7
	1572	6.29152e+06	17522.7
	1573	6.27181e+06	17577.5
	1574	6.25189e+06	17631.1
	1575	6.23178e+06	17683.5
	1576	6.21149e+06	17734.7
	1577	6.19101e+06	17784.7
	1578	6.17037e+06	17833.5
	1579	6.14957e+06	17881.1
	1580	6.12862e+06	17927.4
	1581	6.10753e+06	17972.5
	1582	6.08631e+06	18016.4
	1583	6.06497e+06	18059
	1584	6.04351e+06	18100.5
	1585	6.02194e+06	18140.6
	1586	6.00026e+06	18179.6
	1587	5.9785e+06	18217.4
	1588	5.95665e+06	18253.9
	1589	5.93471e+06	18289.2
	1590	5.91271e+06	18323.3
	1591	5.89064e+06	18356.1
	1592	5.86851e+06	18387.8
	1593	5.84632e+06	18418.2
	1594	5.82409e+06	18447.5
	1595	5.80182e+06	18475.6
	1596	5.7795e+06	18502.4
	1597	5.75716e+06	18528.1
	1598	5.7348e+06	18552.7
	1599	5.71241e+06	18576
	1600	5.69001e+06	18598.2
	1601	5.66759e+06	18619.3
	1602	5.64518e+06	18639.2
	1603	5.62276e+06	18658
	1604	5.60035e+06	18675.6
	1605	5.57794e+06	18692.2
	1606	5.55555e+06	18707.7
	1607	5.53317e+06	18722
	1608	5.51082e+06	18735.3
	1609	5.48848e+06	18747.5
	1610	5.46618e+06	18758.7
	1611	5.44391e+06	18768.8
	1612	5.42168e+06	18777.9
	1613	5.39948e+06	18786
	1614	5.37733e+06	18793
	1615	5.35523e+06	18799.1
	1616	5.33317e+06	18804.1
	1617	5.31116e+06	18808.2
	1618	5.28921e+06	18811.4
	1619	5.26732e+06	18813.6
	1620	5.24549e+06	18814.8
	1621	5.22372e+06	18815.2
	1622	5.20202e+06	18814.6
	1623	5.18039e+06	18813.2
	1624	5.15882e+06	18810.8
	1625	5.13733e+06	18807.6
	1626	5.11592e+06	18803.6
	1627	5.09458e+06	18798.7
	1628	5.07333e+06	18792.9
	1629	5.05215e+06	18786.4
	1630	5.03106e+06	18779.1
	1631	5.01006e+06	18771
	1632	4.98914e+06	18762.1
	1633	4.96832e+06	18752.4
	1634	4.94758e+06	18742
	1635	4.92694e+06	18730.9
	1636	4.90639e+06	18719.1
	1637	4.88594e+06	18706.5
	1638	4.86559e+06	18693.3
	1639	4.84534e+06	18679.4
	1640	4.82518e+06	18664.8
	1641	4.80513e+06	18649.6
	1642	4.78519e+06	18633.8
	1643	4.76534e+06	18617.3
	1644	4.74561e+06	18600.2
	1645	4.72598e+06	18582.5
	1646	4.70645e+06	18564.2
	1647	4.68704e+06	18545.4
	1648	4.66774e+06	18526
	1649	4.64855e+06	18506
	1650	4.62947e+06	18485.6
	1651	4.61051e+06	18464.6
	1652	4.59166e+06	18443.1
	1653	4.57292e+06	18421.1
	1654	4.5543e+06	18398.6
	1655	4.5358e+06	18375.6
	1656	4.51742e+06	18352.2
	1657	4.49915e+06	18328.3
	1658	4.481e+06	18304
	1659	4.46298e+06	18279.3
	1660	4.44507e+06	18254.1
	1661	4.42729e+06	18228.6
	1662	4.40962e+06	18202.6
	1663	4.39209e+06	18176.3
	1664	4.37467e+06	18149.6
	1665	4.35738e+06	18122.6
	1666	4.34021e+06	18095.2
	1667	4.32317e+06	18067.5
	1668	4.30625e+06	18039.4
	1669	4.28946e+06	18011
	1670	4.27279e+06	17982.3
	1671	4.25626e+06	17953.4
	1672	4.23985e+06	17924.1
	1673	4.22357e+06	17894.5
	1674	4.20741e+06	17864.7
	1675	4.19139e+06	17834.7
	1676	4.1755e+06	17804.3
	1677	4.15974e+06	17773.8
	1678	4.1441e+06	17743
	1679	4.1286e+06	17712
	1680	4.11324e+06	17680.8
	1681	4.098e+06	17649.3
	1682	4.0829e+06	17617.7
	1683	4.06793e+06	17585.9
	1684	4.05309e+06	17553.9
	1685	4.03839e+06	17521.8
	1686	4.02382e+06	17489.4
	1687	4.00939e+06	17457
	1688	3.99509e+06	17424.4
	1689	3.98093e+06	17391.6
	1690	3.9669e+06	17358.7
	1691	3.95301e+06	17325.7
	1692	3.93927e+06	17292.6
	1693	3.92565e+06	17259.4
	1694	3.91218e+06	17226
	1695	3.89885e+06	17192.6
	1696	3.88565e+06	17159.1
	1697	3.8726e+06	17125.5
	1698	3.85969e+06	17091.8
	1699	3.84692e+06	17058.1
	1700	3.83429e+06	17024.3
	1701	3.8218e+06	16990.5
	1702	3.80946e+06	16956.6
	1703	3.79726e+06	16922.7
	1704	3.78521e+06	16888.7
	1705	3.7733e+06	16854.7
	1706	3.76154e+06	16820.7
	1707	3.74993e+06	16786.7
	1708	3.73846e+06	16752.7
	1709	3.72715e+06	16718.6
	1710	3.71598e+06	16684.6
	1711	3.70496e+06	16650.6
	1712	3.69409e+06	16616.6
	1713	3.68338e+06	16582.6
	1714	3.67282e+06	16548.6
	1715	3.66241e+06	16514.7
	1716	3.65216e+06	16480.8
	1717	3.64206e+06	16447
	1718	3.63212e+06	16413.2
	1719	3.62233e+06	16379.4
	1720	3.61271e+06	16345.7
	1721	3.60325e+06	16312.1
	1722	3.59394e+06	16278.5
	1723	3.5848e+06	16245
	1724	3.57583e+06	16211.6
	1725	3.56702e+06	16178.3
	1726	3.55837e+06	16145
