	t	x	y
	1727	3.54989e+06	16111.9
	1728	3.54158e+06	16078.8
	1729	3.53344e+06	16045.8
	1730	3.52547e+06	16013
	1731	3.51768e+06	15980.2
	1732	3.51006e+06	15947.6
	1733	3.50261e+06	15915.1
	1734	3.49535e+06	15882.7
	1735	3.48826e+06	15850.5
	1736	3.48135e+06	15818.4
	1737	3.47462e+06	15786.4
	1738	3.46808e+06	15754.6
	1739	3.46173e+06	15722.9
	1740	3.45556e+06	15691.3
	1741	3.44958e+06	15659.9
	1742	3.44379e+06	15628.7
	1743	3.4382e+06	15597.7
	1744	3.4328e+06	15566.8
	1745	3.4276e+06	15536.1
	1746	3.4226e+06	15505.5
	1747	3.4178e+06	15475.2
	1748	3.4132e+06	15445
	1749	3.40881e+06	15415
	1750	3.40463e+06	15385.2
	1751	3.40065e+06	15355.7
	1752	3.39689e+06	15326.3
	1753	3.39335e+06	15297.1
	1754	3.39002e+06	15268.2
	1755	3.38691e+06	15239.4
	1756	3.38402e+06	15210.9
	1757	3.38135e+06	15182.6
	1758	3.37891e+06	15154.5
	1759	3.37671e+06	15126.7
	1760	3.37473e+06	15099.1
	1761	3.37299e+06	15071.8
	1762	3.37148e+06	15044.7
	1763	3.37021e+06	15017.8
	1764	3.36919e+06	14991.2
	1765	3.36841e+06	14964.9
	1766	3.36788e+06	14938.9
	1767	3.3676e+06	14913.1
	1768	3.36757e+06	14887.5
	1769	3.3678e+06	14862.3
	1770	3.36829e+06	14837.4
	1771	3.36904e+06	14812.7
	1772	3.37005e+06	14788.3
	1773	3.37133e+06	14764.2
	1774	3.37288e+06	14740.5
	1775	3.37471e+06	14717
	1776	3.3768e+06	14693.9
	1777	3.37918e+06	14671
	1778	3.38184e+06	14648.5
	1779	3.38478e+06	14626.3
	1780	3.38801e+06	14604.5
	1781	3.39153e+06	14583
	1782	3.39534e+06	14561.8
	1783	3.39944e+06	14541
	1784	3.40385e+06	14520.5
	1785	3.40855e+06	14500.4
	1786	3.41355e+06	14480.6
	1787	3.41886e+06	14461.2
	1788	3.42448e+06	14442.2
	1789	3.43041e+06	14423.6
	1790	3.43664e+06	14405.3
	1791	3.4432e+06	14387.5
	1792	3.45006e+06	14370
	1793	3.45725e+06	14352.9
	1794	3.46476e+06	14336.2
	1795	3.47258e+06	14320
	1796	3.48074e+06	14304.1
	1797	3.48921e+06	14288.7
	1798	3.49801e+06	14273.7
	1799	3.50714e+06	14259.1
	1800	3.5166e+06	14245
	1801	3.52639e+06	14231.2
	1802	3.53651e+06	14218
	1803	3.54696e+06	14205.2
	1804	3.55774e+06	14192.8
	1805	3.56885e+06	14180.9
	1806	3.5803e+06	14169.5
	1807	3.59208e+06	14158.6
	1808	3.60418e+06	14148.1
	1809	3.61662e+06	14138.1
	1810	3.62939e+06	14128.6
	1811	3.64249e+06	14119.6
	1812	3.65592e+06	14111.1
	1813	3.66967e+06	14103.1
	1814	3.68375e+06	14095.5
	1815	3.69815e+06	14088.6
	1816	3.71287e+06	14082.1
	1817	3.7279e+06	14076.1
	1818	3.74326e+06	14070.7
	1819	3.75892e+06	14065.8
	1820	3.77489e+06	14061.4
	1821	3.79117e+06	14057.6
	1822	3.80774e+06	14054.3
	1823	3.82462e+06	14051.6
	1824	3.84178e+06	14049.4
	1825	3.85923e+06	14047.8
	1826	3.87696e+06	14046.8
	1827	3.93729e+06	9858.36
	1828	3.99821e+06	9885.22
	1829	4.05968e+06	9913.33
	1830	4.12163e+06	9942.7
	1831	4.18401e+06	9973.36
	1832	4.24676e+06	10005.3
	1833	4.30982e+06	10038.6
	1834	4.37311e+06	10073.1
	1835	4.43659e+06	10109
	1836	4.50018e+06	10146.2
	1837	4.56381e+06	10184.8
	1838	4.62742e+06	10224.7
	1839	4.69094e+06	10265.9
	1840	4.75431e+06	10308.5
	1841	4.81744e+06	10352.4
	1842	4.88029e+06	10397.7
	1843	4.94278e+06	10444.4
	1844	5.00484e+06	10492.4
	1845	5.06641e+06	10541.8
	1846	5.12742e+06	10592.5
	1847	5.18782e+06	10644.5
	1848	5.24754e+06	10697.9
	1849	5.30652e+06	10752.6
	1850	5.36471e+06	10808.7
	1851	5.42206e+06	10866
	1852	5.4785e+06	10924.6
	1853	5.53399e+06	10984.5
	1854	5.58849e+06	11045.7
	1855	5.64195e+06	11108.1
	1856	5.69432e+06	11171.8
	1857	5.74557e+06	11236.7
	1858	5.79566e+06	11302.7
	1859	5.84456e+06	11369.9
	1860	5.89223e+06	11438.3
	1861	5.93866e+06	11507.8
	1862	5.98382e+06	11578.4
	1863	6.02768e+06	11650.1
	1864	6.07022e+06	11722.8
	1865	6.11144e+06	11796.5
	1866	6.15131e+06	11871.3
	1867	6.18982e+06	11946.9
	1868	6.22698e+06	12023.5
	1869	6.26277e+06	12101.1
	1870	6.29719e+06	12179.4
	1871	6.33023e+06	12258.6
	1872	6.36191e+06	12338.6
	1873	6.39222e+06	12419.4
	1874	6.42117e+06	12500.9
	1875	6.44876e+06	12583
	1876	6.47501e+06	12665.9
	1877	6.49993e+06	12749.3
	1878	6.52352e+06	12833.3
	1879	6.5458e+06	12917.9
	1880	6.56679e+06	13002.9
	1881	6.5865e+06	13088.4
	1882	6.60495e+06	13174.4
	1883	6.62216e+06	13260.7
	1884	6.63814e+06	13347.4
	1885	6.65292e+06	13434.4
	1886	6.66651e+06	13521.6
	1887	6.67894e+06	13609.1
	1888	6.69023e+06	13696.8
	1889	6.7004e+06	13784.6
	1890	6.70948e+06	13872.5
	1891	6.71748e+06	13960.5
	1892	6.72443e+06	14048.5
	1893	6.73035e+06	14136.5
	1894	6.73526e+06	14224.4
	1895	6.7392e+06	14312.3
	1896	6.74218e+06	14400
	1897	6.74422e+06	14487.6
	1898	6.74535e+06	14575
	1899	6.74559e+06	14662.1
	1900	6.74496e+06	14749
	1901	6.7435e+06	14835.5
	1902	6.74121e+06	14921.7
	1903	6.73813e+06	15007.5
	1904	6.73427e+06	15092.9
	1905	6.72965e+06	15177.8
	1906	6.72431e+06	15262.3
	1907	6.71825e+06	15346.2
	1908	6.71151e+06	15429.6
	1909	6.70409e+06	15512.4
	1910	6.69603e+06	15594.5
	1911	6.68733e+06	15676
	1912	6.67803e+06	15756.9
	1913	6.66814e+06	15837
	1914	6.65768e+06	15916.4
	1915	6.64666e+06	15995.1
	1916	6.63511e+06	16072.9
	1917	6.62304e+06	16149.9
	1918	6.61048e+06	16226.1
	1919	6.59743e+06	16301.5
	1920	6.58391e+06	16375.9
	1921	6.56995e+06	16449.4
	1922	6.55555e+06	16522
	1923	6.54073e+06	16593.6
	1924	6.52552e+06	16664.3
	1925	6.50991e+06	16734
	1926	6.49393e+06	16802.6
	1927	6.47759e+06	16870.2
	1928	6.4609e+06	16936.8
	1929	6.44389e+06	17002.3
	1930	6.42655e+06	17066.7
	1931	6.40891e+06	17130
	1932	6.39097e+06	17192.2
	1933	6.37276e+06	17253.3
	1934	6.35427e+06	17313.3
	1935	6.33553e+06	17372.1
	1936	6.31654e+06	17429.7
	1937	6.29732e+06	17486.2
	1938	6.27787e+06	17541.5
	1939	6.25821e+06	17595.7
	1940	6.23834e+06	17648.6
	1941	6.21828e+06	17700.3
	1942	6.19804e+06	17750.9
	1943	6.17762e+06	17800.2
	1944	6.15704e+06	17848.3
	1945	6.1363e+06	17895.2
	1946	6.11541e+06	17940.9
	1947	6.09438e+06	17985.4
	1948	6.07323e+06	18028.7
	1949	6.05195e+06	18070.7
	1950	6.03056e+06	18111.5
	1951	6.00905e+06	18151.1
	1952	5.98745e+06	18189.4
	1953	5.96576e+06	18226.6
	1954	5.94398e+06	18262.5
	1955	5.92213e+06	18297.2
	1956	5.9002e+06	18330.7
	1957	5.8782e+06	18363
	1958	5.85615e+06	18394.1
	1959	5.83405e+06	18424
	1960	5.8119e+06	18452.7
	1961	5.7897e+06	18480.2
	1962	5.76747e+06	18506.5
	1963	5.74522e+06	18531.7
	1964	5.72293e+06	18555.7
	1965	5.70063e+06	18578.5
	1966	5.67832e+06	18600.2
	1967	5.65599e+06	18620.8
	1968	5.63366e+06	18640.2
	1969	5.61133e+06	18658.5
	1970	5.58901e+06	18675.7
	1971	5.56669e+06	18691.8
	1972	5.54439e+06	18706.8
	1973	5.5221e+06	18720.7
	1974	5.49984e+06	18733.6
	1975	5.4776e+06	18745.3
	1976	5.45539e+06	18756.1
	1977	5.43321e+06	18765.8
	1978	5.41107e+06	18774.5
	1979	5.38897e+06	18782.1
	1980	5.36691e+06	18788.8
	1981	5.3449e+06	18794.4
	1982	5.32294e+06	18799.1
	1983	5.30103e+06	18802.9
	1984	5.27917e+06	18805.7
	1985	5.25738e+06	18807.5
	1986	5.23564e+06	18808.4
	1987	5.21397e+06	18808.4
	1988	5.19236e+06	18807.5
	1989	5.17082e+06	18805.8
	1990	5.14936e+06	18803.1
	1991	5.12797e+06	18799.6
	1992	5.10665e+06	18795.3
	1993	5.08541e+06	18790.1
	1994	5.06425e+06	18784.1
	1995	5.04317e+06	18777.3
	1996	5.02218e+06	18769.7
	1997	5.00127e+06	18761.3
	1998	4.98045e+06	18752.2
	1999	4.95972e+06	18742.3
	2000	4.93909e+06	18731.7
	2001	4.91854e+06	18720.3
	2002	4.89809e+06	18708.3
	2003	4.87774e+06	18695.5
	2004	4.85748e+06	18682.1
	2005	4.83733e+06	18668
	2006	4.81727e+06	18653.2
	2007	4.79732e+06	18637.8
	2008	4.77747e+06	18621.8
	2009	4.75772e+06	18605.2
	2010	4.73808e+06	18587.9
	2011	4.71855e+06	18570.1
	2012	4.69912e+06	18551.7
	2013	4.67981e+06	18532.7
	2014	4.6606e+06	18513.1
	2015	4.64151e+06	18493.1
	2016	4.62253e+06	18472.5
	2017	4.60366e+06	18451.3
	2018	4.5849e+06	18429.7
	2019	4.56626e+06	18407.6
	2020	4.54774e+06	18385
	2021	4.52934e+06	18362
	2022	4.51105e+06	18338.5
	2023	4.49288e+06	18314.5
	2024	4.47483e+06	18290.1
	2025	4.4569e+06	18265.3
	2026	4.43909e+06	18240.1
	2027	4.4214e+06	18214.5
	2028	4.40383e+06	18188.5
	2029	4.38639e+06	18162.1
	2030	4.36906e+06	18135.4
	2031	4.35187e+06	18108.3
	2032	4.33479e+06	18080.9
	2033	4.31785e+06	18053.1
	2034	4.30103e+06	18025
	2035	4.28433e+06	17996.6
	2036	4.26776e+06	17967.9
	2037	4.25132e+06	17938.9
	2038	4.23501e+06	17909.6
	2039	4.21882e+06	17880.1
	2040	4.20276e+06	17850.3
	2041	4.18684e+06	17820.2
	2042	4.17104e+06	17789.9
	2043	4.15537e+06	17759.3
	2044	4.13984e+06	17728.5
	2045	4.12443e+06	17697.6
	2046	4.10916e+06	17666.4
	2047	4.09402e+06	17634.9
	2048	4.07901e+06	17603.4
	2049	4.06414e+06	17571.6
	2050	4.0494e+06	17539.6
	2051	4.03479e+06	17507.5
	2052	4.02032e+06	17475.2
	2053	4.00598e+06	17442.8
	2054	3.99178e+06	17410.2
	2055	3.97772e+06	17377.5
	2056	3.96379e+06	17344.7
	2057	3.95e+06	17311.8
	2058	3.93635e+06	17278.7
	2059	3.92283e+06	17245.5
	2060	3.90946e+06	17212.3
	2061	3.89622e+06	17178.9
	2062	3.88313e+06	17145.5
	2063	3.87017e+06	17112
	2064	3.85736e+06	17078.4
	2065	3.84469e+06	17044.7
	2066	3.83216e+06	17011
	2067	3.81977e+06	16977.3
	2068	3.80753e+06	16943.5
	2069	3.79544e+06	16909.7
	2070	3.78348e+06	16875.8
	2071	3.77168e+06	16841.9
	2072	3.76002e+06	16808
	2073	3.74851e+06	16774.1
	2074	3.73714e+06	16740.2
	2075	3.72593e+06	16706.2
	2076	3.71487e+06	16672.3
	2077	3.70395e+06	16638.4
	2078	3.69319e+06	16604.5
	2079	3.68258e+06	16570.6
	2080	3.67212e+06	16536.8
	2081	3.66182e+06	16503
	2082	3.65168e+06	16469.2
	2083	3.64169e+06	16435.5
	2084	3.63186e+06	16401.8
	2085	3.62218e+06	16368.2
	2086	3.61267e+06	16334.6
	2087	3.60331e+06	16301.1
	2088	3.59412e+06	16267.7
	2089	3.58509e+06	16234.3
	2090	3.57623e+06	16201.1
	2091	3.56753e+06	16167.9
	2092	3.559e+06	16134.8
	2093	3.55064e+06	16101.7
	2094	3.54244e+06	16068.8
	2095	3.53442e+06	16036
	2096	3.52657e+06	16003.3
	2097	3.51889e+06	15970.7
	2098	3.51139e+06	15938.3
	2099	3.50407e+06	15905.9
	2100	3.49692e+06	15873.7
	2101	3.48996e+06	15841.6
	2102	3.48317e+06	15809.7
	2103	3.47657e+06	15777.9
	2104	3.47015e+06	15746.2
	2105	3.46393e+06	15714.7
	2106	3.45789e+06	15683.3
	2107	3.45204e+06	15652.1
	2108	3.44638e+06	15621.1
	2109	3.44092e+06	15590.2
	2110	3.43565e+06	15559.5
	2111	3.43058e+06	15529
	2112	3.42571e+06	15498.6
	2113	3.42105e+06	15468.4
	2114	3.41659e+06	15438.5
	2115	3.41233e+06	15408.7
	2116	3.40829e+06	15379.1
	2117	3.40446e+06	15349.7
	2118	3.40084e+06	15320.5
	2119	3.39743e+06	15291.5
	2120	3.39425e+06	15262.8
	2121	3.39128e+06	15234.3
	2122	3.38854e+06	15205.9
	2123	3.38602e+06	15177.9
	2124	3.38373e+06	15150
	2125	3.38167e+06	15122.4
	2126	3.37985e+06	15095
	2127	3.37826e+06	15067.9
	2128	3.3769e+06	15041
	2129	3.37579e+06	15014.4
	2130	3.37493e+06	14988
	2131	3.3743e+06	14961.9
	2132	3.37393e+06	14936.1
	2133	3.37381e+06	14910.5
	2134	3.37394e+06	14885.3
	2135	3.37434e+06	14860.3
	2136	3.37499e+06	14835.5
	2137	3.3759e+06	14811.1
	2138	3.37708e+06	14787
	2139	3.37852e+06	14763.2
	2140	3.38024e+06	14739.6
	2141	3.38223e+06	14716.4
	2142	3.3845e+06	14693.5
	2143	3.38705e+06	14671
	2144	3.38988e+06	14648.7
	2145	3.39299e+06	14626.8
	2146	3.39639e+06	14605.2
	2147	3.40008e+06	14583.9
	2148	3.40407e+06	14563
	2149	3.40835e+06	14542.5
	2150	3.41292e+06	14522.3
	2151	3.4178e+06	14502.4
	2152	3.42298e+06	14483
	2153	3.42847e+06	14463.9
	2154	3.43426e+06	14445.1
	2155	3.44036e+06	14426.8
	2156	3.44677e+06	14408.8
	2157	3.4535e+06	14391.2
	2158	3.46055e+06	14374
	2159	3.46791e+06	14357.3
	2160	3.47559e+06	14340.9
	2161	3.48359e+06	14324.9
	2162	3.49192e+06	14309.4
	2163	3.50056e+06	14294.2
	2164	3.50954e+06	14279.5
	2165	3.51884e+06	14265.3
	2166	3.52847e+06	14251.4
	2167	3.53842e+06	14238
	2168	3.54871e+06	14225.1
	2169	3.55933e+06	14212.6
	2170	3.57027e+06	14200.6
	2171	3.58155e+06	14189
	2172	3.59315e+06	14177.9
	2173	3.60508e+06	14167.3
	2174	3.61735e+06	14157.1
	2175	3.62994e+06	14147.5
	2176	3.64286e+06	14138.3
	2177	3.6561e+06	14129.6
	2178	3.66967e+06	14121.4
	2179	3.68356e+06	14113.8
	2180	3.69778e+06	14106.6
	2181	3.71231e+06	14099.9
	2182	3.72716e+06	14093.8
	2183	3.74232e+06	14088.2
	2184	3.75779e+06	14083.1
	2185	3.77357e+06	14078.5
	2186	3.78966e+06	14074.5
	2187	3.80604e+06	14071.1
	2188	3.82272e+06	14068.1
	2189	3.83969e+06	14065.7
	2190	3.85694e+06	14063.9
	2191	3.87448e+06	14062.6
	2192	3.93465e+06	9869.37
	2193	3.99543e+06	9896.14
	2194	4.05675e+06	9924.15
	2195	4.11856e+06	9953.42
	2196	4.1808e+06	9983.98
	2197	4.24341e+06	10015.8
	2198	4.30632e+06	10049
	2199	4.36949e+06	10083.4
	2200	4.43283e+06	10119.2
	2201	4.49629e+06	10156.3
	2202	4.5598e+06	10194.7
	2203	4.62329e+06	10234.5
	2204	4.68669e+06	10275.6
	2205	4.74994e+06	10318.1
	2206	4.81297e+06	10361.9
	2207	4.87572e+06	10407.1
	2208	4.9381e+06	10453.6
	2209	5.00007e+06	10501.5
	2210	5.06155e+06	10550.8
	2211	5.12248e+06	10601.4
	2212	5.1828e+06	10653.3
	2213	5.24245e+06	10706.5
	2214	5.30137e+06	10761.1
	2215	5.3595e+06	10817
	2216	5.41679e+06	10874.2
	2217	5.47318e+06	10932.7
	2218	5.52863e+06	10992.4
	2219	5.58309e+06	11053.5
	2220	5.63651e+06	11115.8
	2221	5.68886e+06	11179.3
	2222	5.74008e+06	11244
	2223	5.79016e+06	11309.9
	2224	5.83905e+06	11377
	2225	5.88672e+06	11445.2
	2226	5.93315e+06	11514.6
	2227	5.9783e+06	11585
	2228	6.02217e+06	11656.5
	2229	6.06473e+06	11729.1
	2230	6.10596e+06	11802.7
	2231	6.14585e+06	11877.3
	2232	6.1844e+06	11952.8
	2233	6.22158e+06	12029.2
	2234	6.2574e+06	12106.6
	2235	6.29186e+06	12184.8
	2236	6.32495e+06	12263.9
	2237	6.35666e+06	12343.7
	2238	6.38702e+06	12424.3
	2239	6.41602e+06	12505.7
	2240	6.44366e+06	12587.7
	2241	6.46996e+06	12670.4
	2242	6.49493e+06	12753.6
	2243	6.51858e+06	12837.5
	2244	6.54092e+06	12921.9
	2245	6.56197e+06	13006.8
	2246	6.58175e+06	13092.2
	2247	6.60026e+06	13178
	2248	6.61753e+06	13264.2
	2249	6.63358e+06	13350.7
	2250	6.64842e+06	13437.6
	2251	6.66208e+06	13524.7
	2252	6.67458e+06	13612
	2253	6.68594e+06	13699.6
	2254	6.69618e+06	13787.2
	2255	6.70533e+06	13875
	2256	6.7134e+06	13962.9
	2257	6.72041e+06	14050.7
	2258	6.7264e+06	14138.6
	2259	6.73139e+06	14226.4
	2260	6.73539e+06	14314.2
	2261	6.73844e+06	14401.8
	2262	6.74055e+06	14489.2
	2263	6.74175e+06	14576.5
	2264	6.74206e+06	14663.5
	2265	6.7415e+06	14750.2
	2266	6.7401e+06	14836.7
	2267	6.73788e+06	14922.7
	2268	6.73487e+06	15008.4
	2269	6.73107e+06	15093.7
	2270	6.72652e+06	15178.5
	2271	6.72124e+06	15262.9
	2272	6.71525e+06	15346.7
	2273	6.70857e+06	15430
	2274	6.70122e+06	15512.6
	2275	6.69322e+06	15594.7
	2276	6.68458e+06	15676.1
	2277	6.67534e+06	15756.9
	2278	6.66551e+06	15836.9
	2279	6.65511e+06	15916.2
	2280	6.64415e+06	15994.8
	2281	6.63266e+06	16072.5
	2282	6.62065e+06	16149.5
	2283	6.60814e+06	16225.6
	2284	6.59514e+06	16300.8
	2285	6.58168e+06	16375.2
	2286	6.56777e+06	16448.6
	2287	6.55342e+06	16521.2
	2288	6.53866e+06	16592.7
	2289	6.52349e+06	16663.3
	2290	6.50794e+06	16732.9
	2291	6.49201e+06	16801.5
	2292	6.47572e+06	16869
	2293	6.45908e+06	16935.5
	2294	6.44211e+06	17001
	2295	6.42482e+06	17065.3
	2296	6.40723e+06	17128.6
	2297	6.38934e+06	17190.8
	2298	6.37117e+06	17251.8
	2299	6.35272e+06	17311.7
	2300	6.33402e+06	17370.5
	2301	6.31508e+06	17428.1
	2302	6.2959e+06	17484.5
	2303	6.27649e+06	17539.8
	2304	6.25687e+06	17593.9
	2305	6.23704e+06	17646.8
	2306	6.21702e+06	17698.5
	2307	6.19682e+06	17749
	2308	6.17644e+06	17798.3
	2309	6.15589e+06	17846.4
	2310	6.13519e+06	17893.3
	2311	6.11434e+06	17938.9
	2312	6.09335e+06	17983.4
	2313	6.07223e+06	18026.6
	2314	6.05098e+06	18068.6
	2315	6.02962e+06	18109.4
	2316	6.00816e+06	18148.9
	2317	5.98659e+06	18187.3
	2318	5.96493e+06	18224.4
	2319	5.94318e+06	18260.3
	2320	5.92136e+06	18295
	2321	5.89946e+06	18328.5
	2322	5.8775e+06	18360.8
	2323	5.85547e+06	18391.9
	2324	5.8334e+06	18421.8
	2325	5.81127e+06	18450.5
	2326	5.78911e+06	18478
	2327	5.76691e+06	18504.3
	2328	5.74468e+06	18529.5
	2329	5.72242e+06	18553.5
	2330	5.70015e+06	18576.3
	2331	5.67786e+06	18598
	2332	5.65556e+06	18618.6
	2333	5.63326e+06	18638
	2334	5.61095e+06	18656.3
	2335	5.58865e+06	18673.5
	2336	5.56636e+06	18689.6
	2337	5.54408e+06	18704.6
	2338	5.52182e+06	18718.6
	2339	5.49958e+06	18731.4
	2340	5.47736e+06	18743.2
	2341	5.45518e+06	18754
	2342	5.43302e+06	18763.7
	2343	5.4109e+06	18772.4
	2344	5.38882e+06	18780
	2345	5.36679e+06	18786.7
	2346	5.3448e+06	18792.4
	2347	5.32285e+06	18797.1
	2348	5.30096e+06	18800.9
	2349	5.27913e+06	18803.7
	2350	5.25735e+06	18805.6
	2351	5.23563e+06	18806.5
	2352	5.21398e+06	18806.5
	2353	5.19239e+06	18805.7
	2354	5.17088e+06	18803.9
	2355	5.14943e+06	18801.3
	2356	5.12805e+06	18797.8
	2357	5.10675e+06	18793.5
	2358	5.08553e+06	18788.3
	2359	5.06439e+06	18782.4
	2360	5.04333e+06	18775.6
	2361	5.02235e+06	18768
	2362	5.00146e+06	18759.7
	2363	4.98066e+06	18750.6
	2364	4.95995e+06	18740.7
	2365	4.93933e+06	18730.1
	2366	4.9188e+06	18718.8
	2367	4.89836e+06	18706.8
	2368	4.87802e+06	18694.1
	2369	4.85778e+06	18680.7
	2370	4.83764e+06	18666.6
	2371	4.8176e+06	18651.9
	2372	4.79766e+06	18636.5
	2373	4.77782e+06	18620.5
	2374	4.75809e+06	18603.9
	2375	4.73847e+06	18586.7
	2376	4.71895e+06	18568.8
	2377	4.69954e+06	18550.5
	2378	4.68023e+06	18531.5
	2379	4.66104e+06	18512
	2380	4.64196e+06	18492
	2381	4.62299e+06	18471.4
	2382	4.60414e+06	18450.3
	2383	4.5854e+06	18428.7
	2384	4.56677e+06	18406.6
	2385	4.54826e+06	18384.1
	2386	4.52987e+06	18361.1
	2387	4.51159e+06	18337.6
	2388	4.49343e+06	18313.7
	2389	4.47539e+06	18289.3
	2390	4.45748e+06	18264.5
	2391	4.43968e+06	18239.4
	2392	4.422e+06	18213.8
	2393	4.40445e+06	18187.8
	2394	4.38701e+06	18161.5
	2395	4.3697e+06	18134.8
	2396	4.35252e+06	18107.7
	2397	4.33546e+06	18080.3
	2398	4.31852e+06	18052.6
	2399	4.30171e+06	18024.5
	2400	4.28503e+06	17996.2
	2401	4.26847e+06	17967.5
	2402	4.25204e+06	17938.5
	2403	4.23573e+06	17909.3
	2404	4.21956e+06	17879.8
	2405	4.20351e+06	17850
	2406	4.1876e+06	17819.9
	2407	4.17181e+06	17789.7
	2408	4.15615e+06	17759.1
	2409	4.14063e+06	17728.4
	2410	4.12523e+06	17697.4
	2411	4.10997e+06	17666.3
	2412	4.09484e+06	17634.9
	2413	4.07984e+06	17603.3
	2414	4.06498e+06	17571.6
	2415	4.05025e+06	17539.7
	2416	4.03565e+06	17507.6
	2417	4.02119e+06	17475.4
	2418	4.00687e+06	17443
	2419	3.99268e+06	17410.4
	2420	3.97862e+06	17377.8
	2421	3.9647e+06	17345
	2422	3.95092e+06	17312
	2423	3.93728e+06	17279
	2424	3.92378e+06	17245.9
	2425	3.91041e+06	17212.6
	2426	3.89719e+06	17179.3
	2427	3.8841e+06	17145.9
	2428	3.87116e+06	17112.4
	2429	3.85835e+06	17078.9
	2430	3.84569e+06	17045.3
	2431	3.83318e+06	17011.6
	2432	3.8208e+06	16977.9
	2433	3.80857e+06	16944.1
	2434	3.79648e+06	16910.3
	2435	3.78454e+06	16876.5
	2436	3.77274e+06	16842.6
	2437	3.7611e+06	16808.8
	2438	3.74959e+06	16774.9
	2439	3.73824e+06	16741
	2440	3.72704e+06	16707.1
	2441	3.71598e+06	16673.2
	2442	3.70508e+06	16639.3
	2443	3.69433e+06	16605.4
	2444	3.68373e+06	16571.6
	2445	3.67328e+06	16537.8
	2446	3.66299e+06	16504
	2447	3.65286e+06	16470.3
	2448	3.64288e+06	16436.6
	2449	3.63306e+06	16402.9
	2450	3.6234e+06	16369.3
	2451	3.61389e+06	16335.8
	2452	3.60455e+06	16302.3
	2453	3.59537e+06	16268.9
	2454	3.58635e+06	16235.6
	2455	3.5775e+06	16202.4
	2456	3.56881e+06	16169.2
	2457	3.56029e+06	16136.1
	2458	3.55194e+06	16103.1
	2459	3.54376e+06	16070.3
	2460	3.53574e+06	16037.5
	2461	3.52791e+06	16004.8
	2462	3.52024e+06	15972.3
	2463	3.51275e+06	15939.8
	2464	3.50544e+06	15907.5
	2465	3.4983e+06	15875.3
	2466	3.49135e+06	15843.3
	2467	3.48458e+06	15811.3
	2468	3.47799e+06	15779.6
	2469	3.47158e+06	15747.9
	2470	3.46537e+06	15716.4
	2471	3.45934e+06	15685.1
	2472	3.4535e+06	15653.9
	2473	3.44786e+06	15622.9
	2474	3.44241e+06	15592.1
	2475	3.43715e+06	15561.4
	2476	3.4321e+06	15530.9
	2477	3.42724e+06	15500.6
	2478	3.42259e+06	15470.4
	2479	3.41814e+06	15440.5
	2480	3.4139e+06	15410.7
	2481	3.40987e+06	15381.2
	2482	3.40605e+06	15351.8
	2483	3.40244e+06	15322.7
	2484	3.39905e+06	15293.7
	2485	3.39587e+06	15265
	2486	3.39292e+06	15236.5
	2487	3.39019e+06	15208.2
	2488	3.38769e+06	15180.2
	2489	3.38541e+06	15152.3
	2490	3.38337e+06	15124.7
	2491	3.38155e+06	15097.4
	2492	3.37998e+06	15070.3
	2493	3.37864e+06	15043.5
	2494	3.37754e+06	15016.9
	2495	3.37669e+06	14990.5
	2496	3.37608e+06	14964.5
	2497	3.37572e+06	14938.7
	2498	3.37561e+06	14913.1
	2499	3.37576e+06	14887.9
	2500	3.37616e+06	14862.9
	2501	3.37682e+06	14838.2
	2502	3.37775e+06	14813.8
	2503	3.37894e+06	14789.7
	2504	3.3804e+06	14765.9
	2505	3.38213e+06	14742.5
	2506	3.38413e+06	14719.3
	2507	3.38641e+06	14696.4
	2508	3.38897e+06	14673.9
	2509	3.39182e+06	14651.7
	2510	3.39494e+06	14629.8
	2511	3.39835e+06	14608.2
	2512	3.40206e+06	14587
	2513	3.40605e+06	14566.1
	2514	3.41034e+06	14545.6
	2515	3.41493e+06	14525.4
	2516	3.41982e+06	14505.6
	2517	3.42501e+06	14486.2
	2518	3.43051e+06	14467.1
	2519	3.43631e+06	14448.4
	2520	3.44242e+06	14430.1
	2521	3.44884e+06	14412.1
	2522	3.45558e+06	14394.6
	2523	3.46263e+06	14377.4
	2524	3.47e+06	14360.7
	2525	3.47769e+06	14344.3
	2526	3.4857e+06	14328.4
	2527	3.49404e+06	14312.9
	2528	3.50269e+06	14297.8
	2529	3.51167e+06	14283.1
	2530	3.52098e+06	14268.9
	2531	3.53061e+06	14255.1
	2532	3.54058e+06	14241.7
	2533	3.55087e+06	14228.8
	2534	3.56149e+06	14216.4
	2535	3.57243e+06	14204.4
	2536	3.58371e+06	14192.8
	2537	3.59532e+06	14181.8
	2538	3.60726e+06	14171.2
	2539	3.61952e+06	14161
	2540	3.63211e+06	14151.4
	2541	3.64503e+06	14142.3
	2542	3.65827e+06	14133.6
	2543	3.67184e+06	14125.5
	2544	3.68573e+06	14117.8
	2545	3.69994e+06	14110.7
	2546	3.71447e+06	14104.1
	2547	3.72932e+06	14098
	2548	3.74447e+06	14092.4
	2549	3.75994e+06	14087.3
	2550	3.77571e+06	14082.8
	2551	3.79179e+06	14078.8
	2552	3.80816e+06	14075.4
	2553	3.82483e+06	14072.5
	2554	3.84179e+06	14070.1
	2555	3.85903e+06	14068.3
	2556	3.87655e+06	14067
	2557	3.93673e+06	9872.49
	2558	3.9975e+06	9899.29
